category,scientific_name,common_names,conservation_status,lifespan_years,mass_kg
Vascular Plant,Platanthera stricta,"Modoc Bog Orchid, Slender Bog Orchid",,7.2,0.138
Vascular Plant,Spiranthes romanzoffiana,"Hooded Ladiestresses, Hooded Ladies'-Tresses, Hooded Lady's Tresses",,19.0,15.25
Vascular Plant,Agoseris aurantiaca,"Orange Agoseris, Orange-Flowered False-Dandelion",Species of Concern,20.4,1.859
Vascular Plant,Agoseris glauca var. dasycephala,"Pale Agoseris, Pale Goat-Chicory",Endangered,2.8,1.672
Vascular Plant,Agoseris glauca var. glauca,Pale Agoseris,,2.5,1.275
Vascular Plant,Agoseris glauca var. laciniata,"Arizona Mountain Dandelion, False Agoseris",Species of Concern,19.5,5.15
Vascular Plant,Agoseris lackschewitzii,Mill Creek Agoseris,,19.8,0.374
Vascular Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed, Low Ragweed, Ragweed, Roman Wormwood, Short Ragweed, Small Ragweed",Species of Concern,1.4,0.058
Vascular Plant,Ambrosia psilostachya,"Cuman Ragweed, Perennial Ragweed, Western Ragweed",,18.5,0.401
Vascular Plant,Anaphalis margaritacea,"Common Pearlyeverlasting, Pearly Everlasting, Pearly-Everlasting, Western Pearly Everlasting, Western Pearlyeverlasting",,10.5,5.923
Vascular Plant,Antennaria anaphaloides,"Pearly Pussytoes, Pussytoes, Tall Everlasting",Species of Concern,1.9,1.073
Vascular Plant,Antennaria aromatica,Scented Pussytoes,,0.8,0.025
Vascular Plant,Antennaria corymbosa,"Flattop Pussytoes, Flat-Top Pussytoes, Meadow Everlasting",Species of Concern,3.6,0.294
Vascular Plant,Antennaria dimorpha,"Low Everlasting, Low Pussytoes",Species of Concern,3.9,1.095
Vascular Plant,Antennaria flagellaris,"Stoloniferous Pussy-Toes, Whip Pussytoes",Threatened,1.7,0.622
Vascular Plant,Antennaria lanata,Woolly Pussytoes,Species of Concern,4.4,12.311
Vascular Plant,Antennaria luzuloides,Rush Pussytoes,,1.1,0.039
Vascular Plant,Antennaria media,Rocky Mountain Pussytoes,,9.6,1.789
Vascular Plant,Antennaria microphylla,"Littleleaf Pussytoes, Rocky Mountain Pussytoes, Small Leaf Everlasting, Smallleaf Pussytoes",,14.9,7.903
Vascular Plant,Antennaria parvifolia,Smallleaf Pussytoes,,15.7,40.0
Vascular Plant,Antennaria pulcherrima,Showy Pussytoes,Threatened,5.5,0.117
Vascular Plant,Antennaria racemosa,Raceme Pussytoes,,20.4,0.599
Vascular Plant,Antennaria rosea,"Rosy Pussytoes, Rosy Pussy-Toes",,12.0,1.885
Vascular Plant,Antennaria umbrinella,"Brown Everlasting, Umber Pussytoes",,6.0,0.642
Vascular Plant,Anthemis tinctoria,Golden Chamomile,,12.7,0.348
Vascular Plant,Arctium lappa,"Great Burdock, Greater Burdock, Greater Burrdock, Woodland Burdock",,3.3,0.46
Vascular Plant,Arctium minus,"Beggar's Button, Burdock, Common Burdock, Lesser Burdock, Lesser Burrdock, Small Burdock, Smaller Burdock, Wild Burdock, Wild Rhubarb",Species of Concern,1.0,0.006
Vascular Plant,Arnica cordifolia,"Heartleaf Arnica, Heart-Leaf Leopardbane",,7.5,2.006
Vascular Plant,Arnica fulgens,"Foothill Arnica, Orange Arnica, Shining Leopardbane",,2.1,1.127
Vascular Plant,Arnica latifolia,Broadleaf Arnica,Endangered,3.5,0.424
Vascular Plant,Arnica longifolia,"Longleaf Arnica, Spearleaf Arnica",Species of Concern,3.3,22.305
Vascular Plant,Arnica mollis,"Hairy Arnica, Wooly Arnica",Species of Concern,21.5,0.365
Vascular Plant,Arnica parryi,"Nodding Arnica, Parry's Arnica, Sonne's Arnica",,2.0,0.134
Vascular Plant,Arnica rydbergii,"Rydberg's Arnica, Subalpine Arnica",Threatened,50.0,30.163
Vascular Plant,Arnica sororia,Twin Arnica,Species of Concern,3.6,0.05
Vascular Plant,Artemisia absinthium,"Absinth Sagewort, Absinth Wormwood, Absinthium, Common Sagewort",Species of Concern,6.9,0.136
Vascular Plant,Artemisia biennis var. biennis,Biennial Wormwood,Species of Concern,3.4,0.225
Vascular Plant,Artemisia dracunculus,"False Tarragon, Green Sagewort, Silky Wormwood, Tarragon, Wormwood",,12.0,4.404
Vascular Plant,Artemisia frigida,"Fringed Sagebrush, Fringed Sagewort, Prairie Sagewort",Species of Concern,12.0,0.848
Vascular Plant,Artemisia michauxiana,"Michaux's Sagebrush, Michaux's Sagewort, Michaux's Wormwood",Threatened,4.7,0.059
Vascular Plant,Artemisia nova,Black Sagebrush,,8.4,0.12
Vascular Plant,Artemisia scopulorum,"Alpine Sagebrush, Dwarf Sagebrush",,2.9,0.17
Vascular Plant,Artemisia tridentata var. tridentata,"Basin Sagebrush, Big Sagebrush",Species of Concern,3.6,0.334
Vascular Plant,Balsamorhiza sagittata,Arrowleaf Balsamroot,,1.8,1.643
Vascular Plant,Bidens cernua,"Bur Marigold, Nodding Beggartick, Nodding Beggarticks, Nodding Bur Marigold, Nodding Burmarigold, Nodding Bur-Marigold, Nodding Burr-Marigold, Sticktight",Species of Concern,12.2,0.71
Vascular Plant,Brickellia grandiflora,"Mountain Brickellbush, Tasselflower Brickellbush, Tasselflower Brickellia",Species of Concern,5.1,0.055
Vascular Plant,Carduus acanthoides,"Plumeless Thistle, Spiny Plumeless Thistle, Spiny Plumeless-Thistle",Threatened,49.2,1.506
Vascular Plant,Centaurea diffusa,"Diffuse Knapweed, White Knapweed",Endangered,9.1,0.589
Vascular Plant,Centaurea maculosa,Spotted Knapweed,Species of Concern,7.1,20.055
Vascular Plant,Centaurea pratensis,Meadow Knapweed,,1.7,1.039
Vascular Plant,Centaurea repens,"Hardheads, Russian Knapweed",Threatened,30.0,2.001
Vascular Plant,Chrysanthemum leucanthemum,"Oxeye Daisy, Ox-Eye Daisy",,1.6,1.602
Vascular Plant,Chrysothamnus viscidiflorus var. viscidiflorus,Yellow Rabbitbrush,In Recovery,10.1,5.145
Vascular Plant,Cichorium intybus,"Blue Sailors, Chickory, Chicory, Coffeeweed, Common Chicory, French Endive, Succory",Threatened,6.7,0.94
Vascular Plant,Cirsium arvense,Canada Thistle,Threatened,5.2,0.263
Vascular Plant,Cirsium canovirens,Graygreen Thistle,Species of Concern,25.4,40.0
Vascular Plant,Cirsium eatonii,"Eaton's Thistle, Mountaintop Thistle",,11.7,2.584
Vascular Plant,Cirsium foliosum,"Drummond's Thistle, Elk Thistle, Leafy Thistle, Meadow Thistle",,1.0,0.537
Vascular Plant,Cirsium scariosum,Evert's Thistle,,2.7,0.149
Vascular Plant,Cirsium undulatum,"Gray Thistle, Wavyleaf Thistle, Wavy-Leaf Thistle",,0.5,0.086
Vascular Plant,Conyza canadensis,"Canada Horseweed, Canadian Horseweed, Horseweed, Horseweed Fleabane, Mares Tail, Marestail",,13.7,0.649
Vascular Plant,Crepis acuminata,"Longleaf Hawksbeard, Long-Leaf Hawksbeard, Tapertip Hawksbeard",Species of Concern,3.9,0.45
Vascular Plant,Crepis atribarba,"Hawksbeard, Slender Hawksbeard",Species of Concern,0.6,0.301
Vascular Plant,Crepis elegans,Elegant Hawksbeard,Species of Concern,3.1,0.674
Vascular Plant,Crepis intermedia,"Gray Hawksbeard, Limestone Hawksbeard",Endangered,9.6,3.333
Vascular Plant,Crepis modocensis,"Common Hawksbeard, Modoc Hawksbeard, Siskiyou Hawksbeard",Species of Concern,26.6,6.197
Vascular Plant,Crepis occidentalis ssp. costata,Largeflower Hawksbeard,,3.4,0.06
Vascular Plant,Crepis tectorum,"Narrowleaf Hawksbeard, Narrow-Leaf Hawk's-Beard, Narrowleaved Hawk's Beard",,7.5,1.217
Vascular Plant,Ericameria discoidea var. linearis,Whitestem Goldenbush,,10.2,0.307
Vascular Plant,Ericameria nauseosa var. nauseosa,Rubber Rabbitbrush,,4.2,0.166
Vascular Plant,Ericameria nauseosa var. oreophila,Rubber Rabbitbrush,Species of Concern,8.9,0.535
Vascular Plant,Ericameria suffruticosa,"Bighead Goldenbush, Singlehead Goldenbush, Single-Head Heath-Goldenrod",Species of Concern,8.0,0.174
Vascular Plant,Erigeron acris var. kamtschaticus,"Bitter Daisy, Bitter Fleabane, Blue Fleabane",Species of Concern,0.8,0.021
Vascular Plant,Erigeron caespitosus,Tufted Fleabane,In Recovery,20.4,0.374
Vascular Plant,Erigeron corymbosus,Longleaf Fleabane,,1.1,0.281
Vascular Plant,Erigeron eatonii var. eatonii,"Eaton's Daisy, Eaton's Fleabane",Species of Concern,2.1,0.002
Vascular Plant,Erigeron formosissimus var. viscidus,Beautiful Fleabane,Species of Concern,5.5,20.31
Vascular Plant,Erigeron glabellus var. glabellus,"Rough Fleabane, Streamside Fleabane",,20.0,8.55
Vascular Plant,Erigeron gracilis,Quill Fleabane,Threatened,24.8,0.328
Vascular Plant,Erigeron linearis,"Desert Yellow Fleabane, Linearleaf Daisy",In Recovery,4.9,0.378
Vascular Plant,Erigeron lonchophyllus,"Low-Meadow Fleabane, Shortray Boreal Daisy, Short-Ray Boreal-Daisy, Shortray Fleabane, Spearleaf Daisy",Threatened,2.2,0.112
Vascular Plant,Erigeron ochroleucus var. ochroleucus,Buff Fleabane,Endangered,29.6,14.453
Vascular Plant,Erigeron ochroleucus var. scribneri,Buff Fleabane,Species of Concern,14.4,4.064
Vascular Plant,Erigeron pumilus var. gracilior,Shaggy Fleabane,,33.3,1.04
Vascular Plant,Erigeron rydbergii,Rydberg's Fleabane,,13.3,4.843
Vascular Plant,Erigeron simplex,"Oneflower Fleabane, Onestem Daisy, Onestem Fleabane, One-Stem Fleabane",,4.9,0.842
Vascular Plant,Erigeron speciosus,"Aspen Fleabane, Oregon Daisy, Oregon Fleabane, Threenerve Fleabane",,1.6,0.093
Vascular Plant,Erigeron strigosus,"Daisy Fleabane, Prairie Fleabane, Rough Fleabane",,2.0,0.193
Vascular Plant,Erigeron tweedyi,Tweedy's Fleabane,Species of Concern,3.6,0.941
Vascular Plant,Erigeron ursinus,"Bear Daisy, Bear River Fleabane",Endangered,3.2,0.105
Vascular Plant,Eriophyllum lanatum var. integrifolium,"Common Woolly Sunflower, Wholeleaf Eriophyllum",Species of Concern,3.3,0.522
Vascular Plant,Eucephalus elegans,Elegant Aster,,3.1,1.661
Vascular Plant,Eucephalus engelmannii,Engelmann's Aster,,36.9,0.289
Vascular Plant,Eurybia conspicua,"Eastern Showy Aster, Western Showy Aster",Species of Concern,2.4,0.422
Vascular Plant,Eurybia integrifolia,Thickstem Aster,Species of Concern,3.4,0.059
Vascular Plant,Eurybia merita,Subalpine Aster,Endangered,6.4,0.18
Vascular Plant,Gaillardia aristata,"Common Gaillardia, Gaillardia, Great Blanket-Flower",,4.6,0.032
Vascular Plant,Gnaphalium palustre,"Cudweed, Lowland Cudweed, Marsh Everlasting, Western Marsh Cudweed",,10.3,4.539
Vascular Plant,Grindelia squarrosa,"Curlycup Gumweed, Curlytop Gumweed, Gumweed, Rosinweed, Tarweed",Threatened,1.3,0.023
Vascular Plant,Helianthella quinquenervis,"Fivenerve Helianthella, Nodding Dwarf-Sunflower, Nodding Helianthella",Species of Concern,18.2,6.666
Vascular Plant,Helianthella uniflora,Oneflower Helianthella,,17.9,2.546
Vascular Plant,Helianthus annuus,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower",Species of Concern,3.8,0.64
Vascular Plant,Helianthus nuttallii,Nuttall's Sunflower,,0.5,0.01
Vascular Plant,Heterotheca villosa var. nana,Hairy False Goldenaster,Endangered,3.1,0.521
Vascular Plant,Hieracium albiflorum,"White Hawkweed, Whiteflower Hawkweed",Endangered,2.0,0.676
Vascular Plant,Hieracium caespitosum,"Meadow Hawkweed, Yellow Hawkweed",Species of Concern,1.7,0.112
Vascular Plant,Hieracium cynoglossoides,Houndstongue Hawkweed,,4.4,0.446
Vascular Plant,Hieracium floribundum,Yellow Devil Hawkweed,Species of Concern,21.3,30.219
Vascular Plant,Hulsea algida,"Alpine Hulsea, Pacific Hulsea",Species of Concern,44.4,1.133
Vascular Plant,Hypochaeris radicata,"Spotted Cats-Ear, Hairy Cats-Ear, Gosmore",Species of Concern,2.0,0.219
Vascular Plant,Ionactis alpina,"Crag Aster, Lava Aster",,4.3,0.032
Vascular Plant,Iva xanthifolia,"Burweed Marshelder, Carelessweed, False Ragweed, Giant Marshelder, Giant Sumpweed, Horseweed, Marshelder, Rag Sumpweed",Species of Concern,6.3,0.311
Vascular Plant,Lactuca biennis,"Tall Blue Lettuce, Wild Blue Lettuce",Species of Concern,16.5,0.164
Vascular Plant,Lactuca serriola,"China Lettuce, Prickly Lettuce, Wild Lettuce",,13.5,1.249
Vascular Plant,Logfia arvensis,Field Cottonrose,In Recovery,1.7,0.127
Vascular Plant,Machaeranthera canescens var. canescens,Hoary Tansyaster,Endangered,1.7,1.153
Vascular Plant,Madia glomerata,"Cluster Tarweed, Mountain Tarplant, Mountain Tarweed",,26.3,10.22
Vascular Plant,Matricaria matricarioides,"Disc Mayweed, Pineappleweed",,6.1,2.011
Vascular Plant,Microseris nutans,"Nodding Microseris, Nodding Silverpuffs",,2.4,0.436
Vascular Plant,Nothocalais nigrescens,Meadow Prairie-Dandelion,,1.7,0.462
Vascular Plant,Nothocalais troximoides,"False Agoseris, Weevil Prairie-Dandelion",Species of Concern,5.4,0.121
Vascular Plant,Onopordum acanthium,Scotch Thistle,,48.0,2.134
Vascular Plant,Oreostemma alpigenum var. haydenii,"Alpine Aster, Tundra Aster",Species of Concern,2.7,0.244
Vascular Plant,Packera cana,Woolly Groundsel,,10.3,0.408
Vascular Plant,Packera dimorphophylla var. paysonii,Payson's Groundsel,In Recovery,5.5,1.267
Vascular Plant,Packera paupercula,Balsam Groundsel,,1.3,0.281
Vascular Plant,Packera pseudaurea,Falsegold Groundsel,,4.8,0.074
Vascular Plant,Packera streptanthifolia,"Cleftleaf Groundsel, Rocky Mountain Groundsel",,2.7,2.529
Vascular Plant,Packera werneriifolia,Hoary Groundsel,Species of Concern,5.8,0.451
Vascular Plant,Pseudognaphalium macounii,Macoun's Cudweed,,5.9,1.057
Vascular Plant,Pseudognaphalium stramineum,"Annual Cudweed, Cotton Cudweed, Cottonbatting Cudweed, Cottonbatting Plant",Endangered,9.4,0.392
Vascular Plant,Pyrrocoma integrifolia,"Entireleaf Goldenweed, Manysted Goldenweed, Many-Stemmed Goldenweed",,4.9,7.413
Vascular Plant,Pyrrocoma lanceolata,"Lanceleaf Goldenweed, Lance-Leaf Goldenweed",Species of Concern,4.8,0.112
Vascular Plant,Pyrrocoma uniflora,Plantain Goldenweed,,8.1,30.464
Vascular Plant,Ratibida columnifera,"Prairie Coneflower, Redspike Mexican Hat, Upright Prairie Coneflower",Species of Concern,1.2,0.023
Vascular Plant,Rudbeckia occidentalis,Western Coneflower,In Recovery,0.5,1.353
Vascular Plant,Senecio crassulus,"Meadow Groundsel, Thickleaf Groundsel, Thickleaf Ragwort",,50.0,1.446
Vascular Plant,Senecio fremontii var. fremontii,Dwarf Mountain Ragwort,,5.8,0.083
Vascular Plant,Senecio hydrophilus,"Alkali Marsh Groundsel, Water Groundsel, Water Ragwort",,3.8,1.364
Vascular Plant,Senecio integerrimus var. exaltatus,"Columbia Groundsel, Columbia Ragwort",Species of Concern,4.8,14.03
Vascular Plant,Senecio jacobaea,"Ragwort, Stinking Willie, Tansy Ragwort",,0.9,0.015
Vascular Plant,Senecio lugens,Small Blacktip Ragwort,Threatened,15.4,1.527
Vascular Plant,Senecio serra var. serra,"Tall Groundsel, Tall Ragwort",,0.5,0.006
Vascular Plant,Senecio sphaerocephalus,"Ballhead Ragwort, Marsh Groundsel",,2.8,0.13
Vascular Plant,Senecio triangularis,"Arrowleaf Groundsel, Arrowleaf Ragwort",,50.0,17.856
Vascular Plant,Senecio vulgaris,"Common Groundsel, Old-Man-In-The-Spring",,1.5,0.307
Vascular Plant,Solidago canadensis var. salebrosa,"Canadian Goldenrod, Salebrosa Goldenrod",,3.0,0.06
Vascular Plant,Solidago gigantea,Giant Goldenrod,Species of Concern,37.7,0.516
Vascular Plant,Solidago missouriensis var. missouriensis,Missouri Goldenrod,Endangered,38.2,33.455
Vascular Plant,Solidago multiradiata var. scopulorum,"Manyray Goldenrod, Rocky Mountain Goldenrod",,2.1,0.012
Vascular Plant,Solidago nana,"Baby Goldenrod, Gray Goldenrod",,4.8,0.101
Vascular Plant,Sonchus arvensis,"Creeping Sowthistle, Field Sowthistle, Field Sow-Thistle, Perennial Sowthistle, Sowthistle",Endangered,10.5,2.456
Vascular Plant,Sonchus asper,"Perennial Sowthistle, Prickly Sow Thistle, Prickly Sowthistle, Spiny Sowthistle, Spiny-Leaf Sow-Thistle",Endangered,50.0,22.952
Vascular Plant,Stenotus acaulis,"Stemless Goldenweed, Stemless Mock Goldenweed",,3.8,0.748
Vascular Plant,Stephanomeria runcinata,"Desert Wirelettuce, Flowering-Straw",Species of Concern,0.5,0.102
Vascular Plant,Stephanomeria tenuifolia,"Lesser Wirelettuce, Narrowleaf Wirelettuce, Uinta Wirelettuce, Wright's Wirelettuce",,15.5,20.811
Vascular Plant,Symphyotrichum ascendens,Western Aster,,6.7,12.877
Vascular Plant,Symphyotrichum boreale,Northern Bog Aster,In Recovery,7.0,4.838
Vascular Plant,Symphyotrichum campestre,Western Meadow Aster,,2.8,0.328
Vascular Plant,Symphyotrichum ciliatum,Rayless Alkali Aster,,16.7,0.546
Vascular Plant,Symphyotrichum eatonii,Eaton's Aster,Species of Concern,9.9,0.494
Vascular Plant,Symphyotrichum falcatum var. commutatum,White Prairie Aster,,9.2,2.143
Vascular Plant,Symphyotrichum foliaceum var. apricum,Alpine Leafybract Aster,,14.6,3.358
Vascular Plant,Symphyotrichum foliaceum var. canbyi,Canby's Aster,,3.9,2.433
Vascular Plant,Symphyotrichum foliaceum var. parryi,Parry's Aster,Species of Concern,0.5,0.194
Vascular Plant,Symphyotrichum frondosum,Short-Rayed Alkali Aster,Species of Concern,15.5,12.972
Vascular Plant,Symphyotrichum lanceolatum var. hesperium,White Panicle Aster,Species of Concern,14.6,1.33
Vascular Plant,Symphyotrichum spathulatum,Western Mountain Aster,,8.2,0.846
Vascular Plant,Tanacetum vulgare,"Common Tansy, Garden Tansy, Golden-Buttons, Tansy",Endangered,9.1,8.247
Vascular Plant,Taraxacum ceratophorum,"Common Dandelion, Woolbearing Dandelion",,4.4,0.058
Vascular Plant,Taraxacum eriophorum,Woolbearing Dandelion,,5.3,0.694
Vascular Plant,Taraxacum laevigatum,"Red-Seed Dandelion, Rock Dandelion",Endangered,19.2,0.143
Vascular Plant,Taraxacum officinale,"Blowball, Common Dandelion, Dandelion, Faceclock",,6.6,0.019
Vascular Plant,Taraxacum scopulorum,Harp Dandelion,,17.3,0.328
Vascular Plant,Tetradymia canescens,"Gray Horsebrush, Spineless Horsebrush",,50.0,40.0
Vascular Plant,Tetradymia spinosa,"Shortspine Horsebrush, Spiny Horsebrush",,0.6,0.017
Vascular Plant,Tonestus lyallii,"Alpine Goldenweed, Lyall's Goldenweed",,10.5,0.629
Vascular Plant,Townsendia alpigena,Wyoming Townsend Daisy,Endangered,12.3,1.919
Vascular Plant,Townsendia condensata var. condensata,Cushion Townsend Daisy,Threatened,11.0,0.399
Vascular Plant,Townsendia hookeri,"Hooker's Townsend Daisy, Hooker's Townsend-Daisy, Hooker's Townsendia",Species of Concern,8.5,0.232
Vascular Plant,Townsendia leptotes,"Common Townsend Daisy, Common Townsendia",,3.9,0.032
Vascular Plant,Townsendia parryi,"Parry's Townsend Daisy, Parry's Townsendia",,50.0,0.598
Vascular Plant,Townsendia spathulata,Sword Townsend Daisy,Species of Concern,3.4,0.194
Vascular Plant,Tragopogon dubius,"Common Salsify, Goat's Beard, Goatsbeard, Meadow Goat's-Beard, Salsifis Majeur, Salsify, Western Goat's Beard, Western Salsify, Wild Oysterplant, Yellow Goat's Beard, Yellow Salsify",,3.4,0.007
Vascular Plant,Tragopogon porrifolius,"Common Salsify, Goatsbeard, Purple Salsify, Salsify",Threatened,8.2,14.852
Vascular Plant,Wyethia amplexicaulis,"Mule-Ears, Mule's Ear Wyethia, Mulesear Wyethia",Threatened,21.9,6.305
Vascular Plant,Wyethia helianthoides,"Sunflower Mule-Ears, Whitehead Wyethia",,14.1,1.081
Vascular Plant,Campanula rapunculoides,"Creeping Bellflower, Rampion Bellflower, Rover Bellflower",Species of Concern,9.4,0.853
Vascular Plant,Campanula rotundifolia,"Bluebell, Bluebell Bellflower, Bluebell-Of-Scotland, Roundleaf Harebell",Endangered,50.0,10.406
Vascular Plant,Porterella carnosula,"Fleshy Porterella, Porterplant",,3.1,0.797
Vascular Plant,Menyanthes trifoliata,"Bog-Bean, Buckbean, Buck-Bean, Common Bogbean",,6.7,3.03
Vascular Plant,Amsinckia menziesii,"Menzies' Fiddleneck, Smallflower Fiddleneck, Small-Flower Fiddleneck",Species of Concern,5.9,0.393
Vascular Plant,Asperugo procumbens,"German Mugwort, German-Madwort, Madwort",Species of Concern,29.7,9.803
Vascular Plant,Cryptantha affinis,"Common Cryptantha, Quill Cryptantha",,8.5,1.583
Vascular Plant,Cryptantha ambigua,"Basin Cryptantha, Wickes Cryptantha, Wilkes Cryptantha",,21.1,0.647
Vascular Plant,Cryptantha celosioides,"Buttecandle, Minerscandle",,1.5,0.045
Vascular Plant,Cryptantha fendleri,"Fendler's Cryptantha, Sanddune Catseye, Sanddune Cryptantha",In Recovery,2.5,1.493
Vascular Plant,Cryptantha spiculifera,Snake River Cryptantha,,4.6,0.208
Vascular Plant,Cryptantha torreyana,"Torrey's Cat's-Eye, Torrey's Cryptantha",,3.7,0.152
Vascular Plant,Cryptantha watsonii,Watson's Cryptantha,,5.7,0.054
Vascular Plant,Cynoglossum officinale,"Common Houndstongue, Gypsyflower, Gypsy-Flower, Hound's Tongue, Houndstongue",Species of Concern,2.9,0.079
Vascular Plant,Eritrichium nanum var. elongatum,Arctic Alpine Forget-Me-Not,,16.5,40.0
Vascular Plant,Hackelia floribunda,"Manyflower Stickseed, Manyflowered Stickseed, Showy Stickseed",Species of Concern,12.7,19.681
Vascular Plant,Hackelia micrantha,"Jessica Sticktight, Meadow Stickseed",,20.2,9.374
Vascular Plant,Hackelia patens var. patens,Spotted Stickseed,,2.1,0.052
Vascular Plant,Lithospermum arvense,"Corn Gromwell, Puccoon",,5.1,0.546
Vascular Plant,Lithospermum incisum,"Fringed Gromwell, Fringed Puccoon, Narrowleaf Gromwell, Narrowleaf Pucoon, Narrowleaf Stoneseed, Trumpet Stoneseed",Species of Concern,1.8,0.133
Vascular Plant,Lithospermum ruderale,"Western Gromwell, Western Stoneseed, White Stoneseed",,8.2,0.17
Vascular Plant,Mertensia alpina,Alpine Bluebells,,3.9,0.067
Vascular Plant,Mertensia ciliata var. ciliata,"Tall Fringe Bluebells, Tall Fringed Bluebells",,50.0,7.897
Vascular Plant,Mertensia oblongifolia,"Languid-Lady, Oblongleaf Bluebells",,5.3,0.233
Vascular Plant,Plagiobothrys scouleri var. hispidulus,"Meadow Popcornflower, Sleeping Popcornflower",,7.0,1.991
Vascular Plant,Ellisia nyctelea,"Aunt Lucy, False Babyblueeyes, Waterpod",,50.0,1.053
Vascular Plant,Hesperochiron pumilus,Dwarf Hesperochiron,Endangered,36.4,40.0
Vascular Plant,Hydrophyllum capitatum var. capitatum,Ballhead Waterleaf,,5.6,0.053
Vascular Plant,Nemophila breviflora,"Baby Blueeyes, Basin Nemophila, Great Basin Blue-Eyes",,22.1,6.242
Vascular Plant,Phacelia franklinii,Franklin's Phacelia,,21.2,4.111
Vascular Plant,Phacelia hastata var. hastata,"Silverleaf Phacelia, Silver-Leaf Scorpion-Weed",,5.2,0.125
Vascular Plant,Phacelia linearis,"Linearleaf Phacelia, Threadleaf Phacelia",Species of Concern,4.1,4.397
Vascular Plant,Alyssum alyssoides,"Pale Alyssum, Pale Madwort, Yellow Alyssum",Threatened,10.1,1.324
Vascular Plant,Alyssum desertorum,"Desert Alyssum, Desert Madwort",Species of Concern,1.5,0.431
Vascular Plant,Arabis glabra var. glabra,"Rock Cress, Tower Rockcress",Endangered,3.0,0.232
Vascular Plant,Arabis hirsuta var. glabrata,Mountain Rockcress,Species of Concern,1.9,0.169
Vascular Plant,Arabis hirsuta var. pycnocarpa,"Creamflower Rockcress, Hairy Rockcress",,29.5,13.503
Vascular Plant,Barbarea orthoceras,"American Yellowrocket, Erectpod Wintercress, Wintercress",In Recovery,7.9,0.421
Vascular Plant,Barbarea vulgaris,"Garden Yellow Rocket, Garden Yellowrocket, Winter Cress, Yellow Rocket",,14.8,0.756
Vascular Plant,Berteroa incana,"Hoary Alyssum, Hoary False Alyssum, Hoary False Madwort",,4.6,0.493
Vascular Plant,Boechera lemmonii,Lemmon's Rockcress,Endangered,2.1,0.25
Vascular Plant,Brassica kaber,"Canola, Charlock Mustard, Kaber Mustard, Rapeseed, Wild Mustard",Species of Concern,9.2,2.584
Vascular Plant,Brassica rapa,"Bird's Rape, Birdsrape Mustard, Field Mustard, Rape, Rape Mustard, Turnip Rape, Wild Mustard, Wild Rutabaga, Wild Turnip",In Recovery,5.7,0.045
Vascular Plant,Camelina microcarpa,"Littlepod False Flax, Little-Pod False Flax, Littlepod Falseflax, Littleseed Falseflax, Small Fruited Falseflax, Smallseed Falseflax",Species of Concern,11.8,0.196
Vascular Plant,Camelina sativa,Gold-Of-Pleasure,,2.1,1.627
Vascular Plant,Capsella bursa-pastoris,"Shepherdspurse, Shepherd's-Purse",,1.6,0.316
Vascular Plant,Cardamine breweri var. breweri,Brewer's Bittercress,In Recovery,2.7,0.471
Vascular Plant,Cardamine oligosperma var. oligosperma,Little Western Bittercress,,19.3,1.159
Vascular Plant,Cardamine pensylvanica,"Pennsylvania Bittercress, Quaker Bittercress",,27.1,3.467
Vascular Plant,Cardaria chalapensis,"Heartpod Hoarycress, Hoary Cress, Lens Podded Hoary Cress, Lenspod Whitetop, Lens-Podded Hoary Whitetop, Peppergrass, Whitetop, Whiteweed",Species of Concern,4.1,2.138
Vascular Plant,Cardaria draba,"Globed-Podded Hoarycress, Heart-Pod Hoarycress, Heart-Podded Hoarycress, Hoary Cress, Peppergrass, Pepperweed Whitetop, Whitetop, Whiteweed",Species of Concern,4.2,0.036
Vascular Plant,Cardaria pubescens,"Globe-Pod Hoarycress, Globe-Podded Hoarycress, Hairy Whitetop, Hoary Cress, Whitetop",Threatened,25.6,0.313
Vascular Plant,Chorispora tenella,"Beanpodded Mustard, Blue Mustard, Bluemustard, Common Blue Mustard, Crossflower, Purple Mustard, Tenella Mustard",Species of Concern,18.1,2.907
Vascular Plant,Descurainia sophia,"Flaxweed Tansymustard, Flixweed, Flixweed Tansymustard, Herb Sophia, Herb-Sophia, Pinnate Tansymustard, Tansymustard",,37.1,3.184
Vascular Plant,Draba albertina,"Arc Dome Draba, Slender Draba",,6.1,0.121
Vascular Plant,Draba aurea,"Golden Draba, Golden Whitlowgrass",Species of Concern,3.2,0.402
Vascular Plant,Draba borealis,Boreal Draba,Species of Concern,1.4,0.011
Vascular Plant,Draba crassa,Thickleaf Draba,Threatened,6.2,0.474
Vascular Plant,Draba crassifolia,"Rocky Mountain Draba, Snowbed Draba, Snowbed Whitlowgrass, Snowbed Whitlow-Grass",Species of Concern,21.3,14.688
Vascular Plant,Draba densifolia,Denseleaf Draba,Threatened,7.4,0.172
Vascular Plant,Draba globosa,Beavertip Draba,Species of Concern,5.0,0.122
Vascular Plant,Draba incerta,Yellowstone Draba,Species of Concern,0.7,3.079
Vascular Plant,Draba lonchocarpa var. lonchocarpa,Lancepod Draba,,0.7,0.026
Vascular Plant,Draba nemorosa,"Woodland Draba, Woodland Whitlowgrass, Woods Draba",,0.6,0.223
